num,store,location,house
398,서귀포혁신사랑으로부영아파트,제주특별자치도 서귀포시 서호남로 91,716
399,코아루아파트,제주특별자치도 서귀포시 호근북로 10,40
400,제주서귀포혁신도시엘에이치3단지아파트,제주특별자치도 서귀포시 서호중앙로 56-13,200
401,한성아파트,제주특별자치도 서귀포시 호근남로 37,19
402,하버빌아파트,제주특별자치도 제주시 아연로 447,32
403,도남무지개아파트,제주특별자치도 제주시 도남로 125,66
404,도남해모로리치힐아파트,제주특별자치도 제주시 도남서길 14,423
405,도남1차e편한세상아파트,제주특별자치도 제주시 오남로 7-13,467
406,도남리치빌아파트,제주특별자치도 제주시 신성로4길 21,36
407,한성아파트,제주특별자치도 제주시 도남서길 28,19
408,성원2차아파트,제주특별자치도 제주시 도남로10길 35-8,19
409,성원1차아파트,제주특별자치도 제주시 도남로10길 35-10,19
410,한솔아파트,제주특별자치도 제주시 도남로10길 37,30
411,백록아파트,제주특별자치도 제주시 도남로 104,49
412,도남수선화아파트,제주특별자치도 제주시 도남로13길 12,48
413,도남시영아파트,제주특별자치도 제주시 도남로 75-6,65
414,신일아파트,제주특별자치도 제주시 도남로 75-1,32
415,수선화아파트,제주특별자치도 제주시 도남로 75-3,49
416,도남남양아파트,제주특별자치도 제주시 도남로12길 16,47
417,지산19차위더스빌아파트,제주특별자치도 제주시 도남로10길 1-5,28
418,명보한우리아파트,제주특별자치도 제주시 도남로 79,34
419,원신아파트,제주특별자치도 제주시 신성로2길 45,30
420,도남월드하우스아파트,제주특별자치도 제주시 도남로15길 13,17
421,파인즈아파트,제주특별자치도 제주시 도남로16길 23,19
422,화인퍼스트빌2차아파트,제주특별자치도 제주시 연삼로 341,19
423,뜨레모아2차아파트,제주특별자치도 제주시 신성로6길 29-1,13
424,도남2차e편한세상아파트,제주특별자치도 제주시 서광로22길 32,193
425,금광아이빌아파트,제주특별자치도 제주시 서광로18길 5-19,64
426,도남성원3차아파트,제주특별자치도 제주시 신성로4길 2,49
427,도남일우아파트,제주특별자치도 제주시 신성로4길 7,49
428,신화위더스빌더샵아파트,제주특별자치도 제주시 신성로 6-1,29
429,정우에코하우스아파트,제주특별자치도 제주시 서광로18길 5-5,26
430,신화위더스빌더샵오피스텔,제주특별자치도 제주시 신성로 6-1,3
431,성환아파트,제주특별자치도 제주시 신성로 91,84
432,석정시티빌아파트,제주특별자치도 제주시 서광로30길 8,87
433,극동아파트,제주특별자치도 제주시 광양8길 32,38
434,송화아파트,제주특별자치도 제주시 서사로23길 52,19
435,선암아파트,제주특별자치도 제주시 서광로32길 13,18
436,에코빌리지3아파트,제주특별자치도 제주시 서광로21길 4-6,69
437,대명2차꿈의고향아파트,제주특별자치도 제주시 서광로19길 4,91
438,신산스카이빌아파트,제주특별자치도 제주시 전농로 68,49
439,삼성뜨래별아파트,제주특별자치도 제주시 홍랑길 26-17,48
440,미듬하나로아파트,제주특별자치도 제주시 중앙로28길 29,15
441,대명꿈의고향아파트,제주특별자치도 제주시 홍랑길 4-2,44
442,삼도동아산프라자아파트,제주특별자치도 제주시 홍랑길 44-9,32
443,한성베르뜨2차아파트,제주특별자치도 제주시 서사로 123,26
444,아델리안아파트,제주특별자치도 제주시 서광로19길 45,12
445,동양맨션,제주특별자치도 제주시 홍랑길 20,18
446,하나아파트,제주특별자치도 제주시 전농로 91,9
447,레미안빌아파트,제주특별자치도 제주시 서사로 97,20
448,장원월드컵아파트,제주특별자치도 제주시 서광로29길 25,181
449,포트빌아파트,제주특별자치도 제주시 중앙로 195-2,99
450,광양미화아파트,제주특별자치도 제주시 광양4길 22,75
451,극동오벨리스크아파트,제주특별자치도 제주시 서광로29길 38,38
452,광양뜨래별아파트,제주특별자치도 제주시 광양6길 25,37
453,화이트하우스아파트,제주특별자치도 제주시 광양6길 24,19
454,태광아파트,제주특별자치도 제주시 서광로29길 28,9
455,제주아이린5차아파트,제주특별자치도 제주시 전농로9길 27,54
456,삼도쉐르빌아파트,제주특별자치도 제주시 남성로25길 8,32
457,장원아이비아파트,제주특별자치도 제주시 중앙로 109-1,32
458,모다세인트빌아파트,제주특별자치도 제주시 서사로 69,31
459,대맥아파트,제주특별자치도 제주시 중앙로17길 10-2,15
460,해온누리아파트,제주특별자치도 제주시 중앙로24길 2,18
461,아이린아파트,제주특별자치도 제주시 서사로7길 1,28
462,세일파크빌아파트,제주특별자치도 제주시 남성로26길 39,28
463,대명참이슬아파트,제주특별자치도 제주시 남성로26길 10,19
464,동인스파월드빌아파트,제주특별자치도 제주시 중앙로26길 2,30
465,동인H플러스아파트,제주특별자치도 제주시 남성로26길 41,19
466,신세계아파트,제주특별자치도 제주시 오현길 9,131
467,제주일도기산아파트,제주특별자치도 제주시 삼성로5길 9,98
468,이도네오하임아파트,제주특별자치도 제주시 중앙로17길 20,28
469,일도캐슬휘닉스아파트,제주특별자치도 제주시 삼성로5길 24,62
470,다솜아파트,제주특별자치도 제주시 중앙로23길 26,33
471,극동오벨리스크3차아파트,제주특별자치도 제주시 고전길 5,72
472,삼성아파트,제주특별자치도 제주시 중앙로21길 28,18
473,삼성2차미화아파트,제주특별자치도 제주시 오현길 24,35
474,미화아파트,제주특별자치도 제주시 오현길 21,19
475,대명삼성혈꿈의고향아파트,제주특별자치도 제주시 삼성로1길 13,14
476,주일아파트,제주특별자치도 제주시 중앙로23길 27,16
477,미듬밀레니엄아파트,제주특별자치도 제주시 중앙로12길 34,71
478,극동행복그린아파트,제주특별자치도 제주시 관덕로8길 11,40
479,JNC패밀리3차아파트,제주특별자치도 제주시 북성로 14,34
480,남안아파트,제주특별자치도 제주시 동문로6길 14,16
481,현명모던아파트,제주특별자치도 제주시 신산로2길 21,12
482,청은아파트,제주특별자치도 제주시 동문로9길 3,21
483,정한아파트,제주특별자치도 제주시 성지로 47,40
484,극동행복그린오피스텔,제주특별자치도 제주시 관덕로8길 11,8
485,아라한성베르뜨3차,제주특별자치도 제주시 구산서길 14,6
486,영도그린힐,제주특별자치도 제주시 대원길 13,88
487,수선화1차아파트,제주특별자치도 제주시 독짓골2길 26,200
488,동아아파트,제주특별자치도 제주시 독짓골8길 67,110
489,수선화2차아파트,제주특별자치도 제주시 도남로 129,95
490,정원파인즈18차,제주특별자치도 제주시 구산로5길 11,45
491,정원파인즈17차,제주특별자치도 제주시 구산로6길 7,37
492,이도초벽강하이본빌6차,제주특별자치도 제주시 도남로 190,56
493,명주2차아파트,제주특별자치도 제주시 독짓골8길 57,30
494,명주1차아파트,제주특별자치도 제주시 독짓골8길 61,19
495,휴팰리스II아파트,제주특별자치도 제주시 도남로 167,28
496,수선화아파트,제주특별자치도 제주시 도남로17길 20,60
497,영산홍아파트,제주특별자치도 제주시 도남로17길 32,105
498,우주도남아파트,제주특별자치도 제주시 독짓골4길 11-6,49
499,아산아파트,제주특별자치도 제주시 독짓골2길 19,28
500,도남성원5차아파트,제주특별자치도 제주시 도남로15길 21,41
501,대원상록수아파트,제주특별자치도 제주시 독짓골4길 9,40
502,청양수맨션,제주특별자치도 제주시 독짓골4길 12,16
503,주공1단지아파트,제주특별자치도 제주시 구남로7길 36,480
504,도남아델하임아파트,제주특별자치도 제주시 신성로10길 41,40
505,동남아파트,제주특별자치도 제주시 독짓골8길 4,44
506,뜨래별3차아파트,제주특별자치도 제주시 고산동산6길 23,33
507,JNC패밀리4차아파트,제주특별자치도 제주시 연삼로 355,32
508,덕진웰리브아파트,제주특별자치도 제주시 신성로10길 36,18
509,하나아파트,제주특별자치도 제주시 남광북1길 3,16
510,하늘그린주상복합아파트,제주특별자치도 제주시 구남로7길 33,16
511,부양장미2차아파트,제주특별자치도 제주시 오복2길 27,59
512,은하아파트,제주특별자치도 제주시 중앙로 323-1,12
513,연주아파트,제주특별자치도 제주시 남광로 1,12
514,남북아파트,제주특별자치도 제주시 가령로4길 14,48
515,이도월드하우스아파트,제주특별자치도 제주시 고산동산1길 2,36
516,세기에코빌아파트,제주특별자치도 제주시 중앙로 274,99
517,화이트스톤빌아파트,제주특별자치도 제주시 신성로14길 13,50
518,티에스아파트,제주특별자치도 제주시 중앙로 261-1,10
519,성신아파트,제주특별자치도 제주시 고산동산3길 15,9
520,굿모닝아파트,제주특별자치도 제주시 고산동산3길 24,12
521,고덕하이츠빌라,제주특별자치도 제주시 고산동산5길 21-1,19
522,메디치아파트,제주특별자치도 제주시 가령로 76,54
523,이도성원아파트,제주특별자치도 제주시 승천로2길 5,37
524,하늘그린5차아파트,제주특별자치도 제주시 연삼로 436,36
525,이도재영샤르빌아파트,제주특별자치도 제주시 고산동산5길 36,18
526,태성리치빌아파트,제주특별자치도 제주시 가령로 72,25
527,하늘그린아파트,제주특별자치도 제주시 승천로 6,18
528,삼부장미아파트,제주특별자치도 제주시 고마로 56,56
529,장원스카이팰리스아파트,제주특별자치도 제주시 동광로3길 3,90
530,태홍누리안2차아파트,제주특별자치도 제주시 동광로9길 6,44
531,하나아파트,제주특별자치도 제주시 고마로 50,18
532,인화빌리지아파트,제주특별자치도 제주시 고마로10길 10,19
533,고덕쉐르빌아파트,제주특별자치도 제주시 돈내길 46,24
534,아산프라자아파트,제주특별자치도 제주시 동광로13길 39,30
535,위더스빌23차아파트,제주특별자치도 제주시 동광로15길 2,45
536,대유맨션,제주특별자치도 제주시 신산로15길 28,16
537,평화2차아파트,제주특별자치도 제주시 고마로 54,32
538,현대아파트,제주특별자치도 제주시 동광로12길 30,24
539,인화위더스빌아파트,제주특별자치도 제주시 고마로10길 4,29
540,아이린6차아파트,제주특별자치도 제주시 동광로12길 13,18
541,길용파크빌라트,제주특별자치도 제주시 동광로 56,27
542,동인아파트,제주특별자치도 제주시 천수로 21,34
543,아이린4차아파트,제주특별자치도 제주시 동광로 35,34
544,이룸해피안아파트,제주특별자치도 제주시 동광로 97,34
545,진영아파트,제주특별자치도 제주시 고마로 52,19
546,정우신산캐슬아파트,제주특별자치도 제주시 신산로7길 12,12
547,한양타워빌아파트,제주특별자치도 제주시 삼성로 73,19
548,주원라비앙아파트,제주특별자치도 제주시 동광로12길 14,18
549,동인미노스빌아파트,제주특별자치도 제주시 가령골길 47,19
550,용인아파트,제주특별자치도 제주시 고마로14길 16,48
551,청암신산아파트,제주특별자치도 제주시 가령골길 53,12
552,제이하임,제주특별자치도 제주시 동광로8길 3,208
553,제주건입현대아파트,제주특별자치도 제주시 만덕로3길 26,448
554,서반아파트,제주특별자치도 제주시 고마로 21,83
555,마음에온건입아파트,제주특별자치도 제주시 임항로 77,144
556,미듬하나로아파트,제주특별자치도 제주시 임항로 286,34
557,도원아미스아파트,제주특별자치도 제주시 임항로 271,36
558,신산미화아파트,제주특별자치도 제주시 삼성로18길 28,50
559,미화아파트,제주특별자치도 제주시 동문로21길 4-7,80
560,화인퍼스트빌10차아파트,제주특별자치도 제주시 신산로 23,18
561,우일아파트,제주특별자치도 제주시 만덕로3길 19,48
562,아산프라자아파트,제주특별자치도 제주시 임항로 279,32
563,한아름아파트,제주특별자치도 제주시 동대1길 19,26
564,엘마몽떼빌아파트,제주특별자치도 제주시 사라봉7길 11,14
565,정우인화캐슬아파트,제주특별자치도 제주시 고마로3길 6,15
566,유피테르5차아파트,제주특별자치도 제주시 동문로16길 8,27
567,해한아모르빌아파트,제주특별자치도 제주시 임항로 267,24
568,에코비치아파트,제주특별자치도 제주시 동문로9길 16,16
569,미소마을아파트,제주특별자치도 제주시 동광로17길 56,16
570,해미소아파트,제주특별자치도 제주시 임항로 70-3,27
571,화인퍼스트빌9차아파트,제주특별자치도 제주시 동문로 70,24
572,백강수피아2차아파트,제주특별자치도 제주시 고마로5길 2,19
573,조양아파트,제주특별자치도 제주시 성지로 73,16
574,서진하이츠아파트,제주특별자치도 제주시 고마로 44,32
575,일도세원맴버스2차아파트,제주특별자치도 제주시 고마로5길 5,16
576,장원마리나아파트,제주특별자치도 제주시 임항로 266,20
577,제주아라KCC스위첸아파트,제주특별자치도 제주시 아란9길 22,572
578,원신아파트,제주특별자치도 제주시 중앙로 578,168
579,미화아파트,제주특별자치도 제주시 아란12길 8,126
580,아라LH아파트,제주특별자치도 제주시 인다12길 1,696
581,염광아파트,제주특별자치도 제주시 인다15길 5,350
582,아라천일아파트,제주특별자치도 제주시 인다14길 14,88
583,아라초록빌,제주특별자치도 제주시 구산동길 6,72
584,남양테크빌아파트,제주특별자치도 제주시 월두2길 35,76
585,제주이도한일베라체아파트,제주특별자치도 제주시 신설로 55,661
586,혜성무지개타운,제주특별자치도 제주시 남광로 65,272
587,영산홍주택,제주특별자치도 제주시 승천로 27,312
588,동남한올레아파트,제주특별자치도 제주시 신설로7길 22,30
589,위더스빌아파트,제주특별자치도 제주시 신설로9길 12-7,18
590,일도신천지1차아파트,제주특별자치도 제주시 천수로 72,468
591,일도삼주아파트,제주특별자치도 제주시 천수로8길 18,180
592,부양장미1차아파트,제주특별자치도 제주시 가령골길 20,35
593,그랑팰리스아파트,제주특별자치도 제주시 천수로9길 1,45
594,영도제나빌아파트,제주특별자치도 제주시 고마로 110,34
595,정진아파트,제주특별자치도 제주시 가령골길 15,18
596,성우아파트,제주특별자치도 제주시 천수로 33,19
597,일도우성아파트,제주특별자치도 제주시 태성로 3,360
598,일도수선화아파트,제주특별자치도 제주시 연삼로 560-1,198
599,일도성환아파트,제주특별자치도 제주시 태성로 23,189
600,서해1차아파트,제주특별자치도 제주시 천수로9길 10,119
601,인제아파트,제주특별자치도 제주시 고마로 91,90
602,삼화아파트,제주특별자치도 제주시 천수동로 2,126
603,서해2차아파트,제주특별자치도 제주시 고마로19길 18,56
604,서진태영아트빌아파트,제주특별자치도 제주시 고마로19길 19,96
605,동남2차아파트,제주특별자치도 제주시 천수로11길 10,49
606,동남1차아파트,제주특별자치도 제주시 천수로 75,42
607,일도성지아파트,제주특별자치도 제주시 고마로13길 21,40
608,일도월드하우스아파트,제주특별자치도 제주시 동광로 154,32
609,태홍누리안아파트,제주특별자치도 제주시 고마로13길 14,35
610,인제네오하임아파트,제주특별자치도 제주시 고마로 71,32
611,남양아파트,제주특별자치도 제주시 천수로9길 9,41
612,세원멤버스아파트,제주특별자치도 제주시 고마로19길 26,16
613,도원그린파크아파트,제주특별자치도 제주시 고마로17길 26,28
614,대명3차꿈의고향아파트,제주특별자치도 제주시 고마로15길 7,12
615,명주아파트,제주특별자치도 제주시 동광로20길 9,25
616,혜성대유아파트,제주특별자치도 제주시 연수로 40,204
617,일도신천지2차아파트,제주특별자치도 제주시 천수로 92,228
618,천수대홍아파트,제주특별자치도 제주시 천수동로 26,19
619,이화아파트,제주특별자치도 제주시 임항로 239,36
620,광덕사봉아파트,제주특별자치도 제주시 사라봉1길 50,80
621,한도맨션,제주특별자치도 제주시 임항로 235,40
622,대원상록수아파트,제주특별자치도 제주시 고마로3길 32,40
623,성환사라봉아파트,제주특별자치도 제주시 고마로13길 41,42
624,제주우당뜨래별아파트,제주특별자치도 제주시 동문로 131,36
625,미화맨션,제주특별자치도 제주시 동광로21길 31,34
626,다남맨션,제주특별자치도 제주시 사라봉1길 8,14
627,신산시장아파트,제주특별자치도 제주시 동광로19길 22,32
628,해성아파트,제주특별자치도 제주시 사라봉5길 11,24
629,삼오한마음주택,제주특별자치도 제주시 동광로19길 20,16
630,우성아파트,제주특별자치도 서귀포시 서문로41번길 16,27
631,미광스카이아파트,제주특별자치도 서귀포시 중앙로59번길 15,40
632,계림파인파크아파트,제주특별자치도 서귀포시 중앙로59번길 28,16
633,민우아파트,제주특별자치도 서귀포시 홍중로 53-3,70
634,서귀포서홍행복주택아파트,제주특별자치도 서귀포시 장수로 115,320
635,형남4차아파트,제주특별자치도 서귀포시 홍중로 59,86
636,일광그린아파트,제주특별자치도 서귀포시 홍중로 81,60
637,세림피스아파트,제주특별자치도 서귀포시 일주동로 8734,11
638,일호지오빌아파트,제주특별자치도 서귀포시 홍중동로 19,41
639,세림맨숀,제주특별자치도 서귀포시 홍중로 75,60
640,형남아파트,제주특별자치도 서귀포시 홍중로 67,27
641,보성아파트,제주특별자치도 서귀포시 솜반천로 47,33
642,형남엘리시안아파트,제주특별자치도 서귀포시 홍중동로 13,15
643,서강파인힐2차아파트,제주특별자치도 서귀포시 홍중로 46,47
644,한전아파트,제주특별자치도 서귀포시 솜반천로6번길 17,9
645,서홍예가아파트,제주특별자치도 서귀포시 솜반천로46번길 13,29
646,동덕빌라,제주특별자치도 서귀포시 중앙로 151,24
647,서홍캐슬휘닉스아파트,제주특별자치도 서귀포시 서홍로178번길 49,42
648,지산오차드힐아파트,제주특별자치도 서귀포시 홍중로 97,49
649,아이뜨락아파트,제주특별자치도 서귀포시 현청로 20,26
650,태봉그린피아아파트,제주특별자치도 서귀포시 홍중로 92,126
651,서홍에이원시티빌아파트,제주특별자치도 서귀포시 홍중로 87,48
652,아우룸숲아파트,제주특별자치도 서귀포시 홍중로 105,54
653,신생훼밀리아파트,제주특별자치도 서귀포시 흙담솔로 20,43
654,지오빌2-2차아파트,제주특별자치도 서귀포시 중앙로 189,142
655,지오빌II아파트,제주특별자치도 서귀포시 중앙로195번길 7,122
656,서강파인힐6차아파트,제주특별자치도 서귀포시 홍중로 119-2,130
657,서홍동헤리티지,제주특별자치도 서귀포시 중앙로195번길 16-8,64
658,형남3차아파트,제주특별자치도 서귀포시 홍중로 115,84
659,광진빌아파트,제주특별자치도 서귀포시 중산간동로 8064,18
660,스마트리치아파트,제주특별자치도 서귀포시 중앙로207번길 8,69
661,프리미엄성보파크아파트,제주특별자치도 서귀포시 중산간동로 8022,53
662,동남한올레아파트,제주특별자치도 서귀포시 중앙로 225,41
663,반석아파트,제주특별자치도 서귀포시 현청로 41-14,70
664,금성스마트빌아파트,제주특별자치도 서귀포시 현청로 65,40
667,아라아이파크아파트,제주특별자치도 제주시 인다1길 20,614
668,제주효성해링턴코트(2차1단지),제주특별자치도 제주시 기와4길 14-18,48
669,스위트홈프로빌아파트,제주특별자치도 제주시 아라이동 1146-1,16
670,제주효성해링턴코트(2차3단지),제주특별자치도 제주시 기와4길 14-14,80
671,아라휴안1차,제주특별자치도 제주시 간월동로 72-7,24
672,제주효성해링턴코트(2차2단지),제주특별자치도 제주시 기와4길 14-16,40
673,더다온,제주특별자치도 제주시 금월길 81-1,7
674,이도수선화아파트,제주특별자치도 제주시 신설동길 66,70
675,제주대유대림아파트,제주특별자치도 제주시 남광로 181,600
676,제주일도대림1차아파트,제주특별자치도 제주시 태성로 31,168
677,제주일도대림2차아파트,제주특별자치도 제주시 태성로 39,179
678,일도우성2단지아파트,제주특별자치도 제주시 남광로 223,170
679,상익푸르미르아파트,제주특별자치도 제주시 거로남3길 1-3,12
681,문화아파트,제주특별자치도 제주시 일주동로 80,2
682,제동해피죤아파트,제주특별자치도 제주시 거로길 8,147
683,벨루스타운아파트,제주특별자치도 제주시 거로동길 18,24
684,재영샤르빌11차아파트,제주특별자치도 제주시 거로서길 7-6,24
686,효림스카이아파트,제주특별자치도 서귀포시 태평로 446,88
687,명지아파트,제주특별자치도 서귀포시 동부로12번길 9,52
688,장원주상복합건물아파트,제주특별자치도 서귀포시 칠십리로 145,18
690,중원하이츠빌아파트,제주특별자치도 서귀포시 중앙로47번길 12,18
691,정방아파트,제주특별자치도 서귀포시 소암로 13,20
692,효림아일랜드아파트,제주특별자치도 서귀포시 솔동산로10번길 47,12
693,바원에스클래스아파트,제주특별자치도 서귀포시 명동로 45,27
694,대성뉴본아파트,제주특별자치도 서귀포시 태평로 462,18
695,시민아파트,제주특별자치도 서귀포시 부두로5번길 5,17
696,서림아파트,제주특별자치도 서귀포시 태평로449번길 9-1,18
697,서원아파트,제주특별자치도 서귀포시 태평로449번길 3-6,9
698,대건아파트,제주특별자치도 서귀포시 태평로449번길 3-3,15
699,대오아파트,제주특별자치도 서귀포시 동홍서로 83,70
700,남양맨숀,제주특별자치도 서귀포시 동홍로72번길 12-5,40
701,서귀포동방아파트,제주특별자치도 서귀포시 일주동로 8648-6,46
702,휴마루아파트,제주특별자치도 서귀포시 문부로11번길 21,47
703,동홍위더스빌31차아파트,제주특별자치도 서귀포시 동홍서로 96,46
704,네스트힐아파트,제주특별자치도 서귀포시 동홍로99번길 10,56
705,우성프라자아파트,제주특별자치도 서귀포시 중앙로72번길 57,19
706,태흥엘리시안아파트,제주특별자치도 서귀포시 천지로 31-1,34
707,아이진아파트,제주특별자치도 서귀포시 동홍서로 57,18
708,석정누리마루3차아파트,제주특별자치도 서귀포시 동홍서로 81,18
709,삼다2차빌라트,제주특별자치도 서귀포시 중앙로71번길 5,19
710,금성동홍스마트빌아파트,제주특별자치도 서귀포시 동홍로99번길 11,56
712,동홍동파밀리움아파트,제주특별자치도 서귀포시 장수로 8,26
713,남진이르빌아파트,제주특별자치도 서귀포시 동홍서로112번길 4-14,17
714,동홍동센트레빌아파트,제주특별자치도 서귀포시 중앙로182번길 40,212
715,동홍주공6단지아파트,제주특별자치도 서귀포시 중앙로 198-9,602
716,나산빌라트,제주특별자치도 서귀포시 중앙로150번길 33,60
717,예가빌2차아파트,제주특별자치도 서귀포시 중앙로150번길 68,19
718,라인뷰아파트,제주특별자치도 서귀포시 동홍로162번길 5,14
719,동홍주공5단지아파트,제주특별자치도 서귀포시 중산간동로 8002,832
720,동홍동예서두레라움1단지,제주특별자치도 서귀포시 동홍로 212,56
721,라인스위트아파트,제주특별자치도 서귀포시 중산간동로7929번길 13-1,27
722,데이즈힐블루스톤,제주특별자치도 서귀포시 동홍로302번길 6,33
723,루체비스타,제주특별자치도 서귀포시 동홍로303번길 22,48
724,서귀포해밀타운,제주특별자치도 서귀포시 동홍로303번길 23,48
726,영평초록빌,제주특별자치도 제주시 기와4길 48-1,56
727,영평휴안2차,제주특별자치도 제주시 아봉로 234,35
728,에비뉴빌,제주특별자치도 제주시 도리중길 37-6,18
729,영평대원상록수,제주특별자치도 제주시 사송길 18,40
730,제주효성해링턴코트1차1단지,제주특별자치도 제주시 기와5길 177-16,40
731,제주효성해링턴코트1차2단지,제주특별자치도 제주시 기와5길 177-18,29
732,제주효성해링턴코트1차3단지,제주특별자치도 제주시 기와5길 177-17,40
733,하덴로얄빌아파트,제주특별자치도 제주시 거로남6길 10,17
734,오션월드아파트,제주특별자치도 제주시 진동로 8,120
735,화북조양2차아파트,제주특별자치도 제주시 진동로1길 25,15
736,화북조양1차아파트,제주특별자치도 제주시 진남로8길 5,16
737,남양아파트,제주특별자치도 제주시 진남로8길 12,25
738,덕진웰리브아파트,제주특별자치도 제주시 진동로1길 24,18
739,성원아파트,제주특별자치도 제주시 일주동로 195-1,11
740,덕진9차아파트,제주특별자치도 제주시 진동로1길 26,16
741,대주아파트,제주특별자치도 제주시 진남로2길 11,16
742,동아아파트,제주특별자치도 제주시 진남로4길 30-3,29
743,뜨레향아파트,제주특별자치도 제주시 진서로 55,16
744,화북아파트,제주특별자치도 제주시 진동로5길 37,52
745,비둘기아파트,제주특별자치도 제주시 진남로 21-7,28
746,화북시장아파트,제주특별자치도 제주시 진동로5길 31,86
747,대림아파트,제주특별자치도 제주시 진서로6길 3,19
748,정우빌리지아파트,제주특별자치도 제주시 진남로6길 22-1,19
749,SJ해피드림아파트,제주특별자치도 제주시 진동로 44,14
750,보림아파트,제주특별자치도 제주시 진남로8길 20,25
751,삼부아파트,제주특별자치도 제주시 진남로2길 38,30
752,동홍주공4단지아파트,제주특별자치도 서귀포시 태평로512번길 10,320
753,동홍주공3단지아파트,제주특별자치도 서귀포시 태평로512번길 9,400
754,모다드림아파트,제주특별자치도 서귀포시 태평로 504,28
755,가나노블휘닉스아파트,제주특별자치도 서귀포시 태평로 505,43
756,동홍해피앙스아파트,제주특별자치도 서귀포시 태평로 506,40
757,일호1차아파트,제주특별자치도 서귀포시 문부로 27-4,59
758,삼아아파트,제주특별자치도 서귀포시 태평로536번길 6,245
759,동홍주공1단지아파트,제주특별자치도 서귀포시 동홍중앙로 10,310
760,덕산캐슬아파트,제주특별자치도 서귀포시 태평로 529-6,63
761,제이원클래시움아파트,제주특별자치도 서귀포시 태평로512번길 1-8,59
762,동홍주공2단지아파트,제주특별자치도 서귀포시 동홍중앙로 30,302
763,신환아파트,제주특별자치도 서귀포시 태평로537번길 40-6,20
764,동홍코아루아파트,제주특별자치도 서귀포시 일주동로 8565,263
765,세기아파트,제주특별자치도 서귀포시 태평로 549,69
766,동호아트리움아파트,제주특별자치도 서귀포시 일주동로 8547-10,153
767,캐슬휘닉스2차아파트,제주특별자치도 서귀포시 태평로 561,49
768,동홍세기2차아파트,제주특별자치도 서귀포시 태평로 558,27
769,캐슬휘닉스1차아파트,제주특별자치도 서귀포시 일주동로 8547,36
770,동홍대림아파트,제주특별자치도 서귀포시 동홍중앙로 61,192
771,영신무지개2차아파트,제주특별자치도 서귀포시 동홍북로22번길 20,65
772,한라아파트,제주특별자치도 서귀포시 동홍서로 82,40
773,레노시스시티1아파트,제주특별자치도 서귀포시 동홍동로 19,18
774,일호2차아파트,제주특별자치도 서귀포시 동홍중앙로90번길 4-11,45
775,가나휘닉스아파트,제주특별자치도 서귀포시 동홍동로31번길 15,18
776,충암뉴빌라6차아파트,제주특별자치도 서귀포시 동홍중앙로66번길 14-6,15
777,서강파인힐3차아파트,제주특별자치도 서귀포시 동홍동로31번길 7,35
778,일호3차아파트,제주특별자치도 서귀포시 동홍북로48번길 10,54
779,충암7차아파트,제주특별자치도 서귀포시 동홍서로112번길 4-1,19
780,레노시스시티3차아파트,제주특별자치도 서귀포시 동홍중앙로 58-14,18
781,그랜드캐슬아파트,제주특별자치도 서귀포시 동홍북로48번길 9,16
782,파인힐아파트,제주특별자치도 서귀포시 동홍서로 104-10,20
783,충암뉴빌라8차,제주특별자치도 서귀포시 동홍북로22번길 10,16
784,동홍동형남아파트,제주특별자치도 서귀포시 동홍중앙로90번길 38-4,68
785,동홍그린2차아파트,제주특별자치도 서귀포시 동홍동로26번길 20,19
786,레노시스시티2차아파트,제주특별자치도 서귀포시 동홍중앙로66번길 36-6,16
787,동홍그린아파트,제주특별자치도 서귀포시 동홍동로32번길 13,18
788,아이진3차아파트,제주특별자치도 서귀포시 동홍동로32번길 32,18
789,동홍반석아르미아파트,제주특별자치도 서귀포시 동홍로162번길 30,155
790,포스트동홍1차아파트,제주특별자치도 서귀포시 중산간동로7920번길 2,29
791,포스트동홍2차아파트,제주특별자치도 서귀포시 중산간동로7920번길 2-10,24
792,제주첨단과학기술단지꿈에그린3차아파트,제주특별자치도 제주시 첨단로동길 106,349
793,제주첨단과학기술단지꿈에그린2차아파트,제주특별자치도 제주시 첨단로동길 74,410
794,JDC제주첨단리슈빌아파트,제주특별자치도 제주시 첨단로동길 24,391
795,JDC제주첨단행복주택아파트,제주특별자치도 제주시 첨단로동길 10,402
796,영평반석타운,제주특별자치도 제주시 영평길 218,112
797,제주삼화사랑으로부영2차아파트,제주특별자치도 제주시 화삼로 12,448
798,제주삼화LH2단지아파트,제주특별자치도 제주시 화삼로 32,411
799,삼화글로벌시티아파트,제주특별자치도 제주시 연삼로 848-8,32
800,제주삼화휴먼시아1단지아파트,제주특별자치도 제주시 화삼북로2길 12,1364
801,화북주공4단지아파트,제주특별자치도 제주시 동화로1길 10,844
802,화북주공2단지아파트,제주특별자치도 제주시 동화로1길 39,1158
803,삼양대일아파트,제주특별자치도 제주시 지석4길 16,70
804,화북주공1단지아파트,제주특별자치도 제주시 동화로1길 11,392
805,화북주공3단지아파트,제주특별자치도 제주시 동화로1길 35,1158
806,삼화다온펠리스아파트,제주특별자치도 제주시 지석2길 3,63
807,다연아파트,제주특별자치도 제주시 일주동로 322,18
808,이어도아파트,제주특별자치도 제주시 지석2길 7-3,15
809,화북주공아파트 1단지,제주특별자치도 제주시 동화로1길 11,392
810,빌라드아르떼제주아파트,제주특별자치도 서귀포시 칠십리로285번길 19,36
