커피초아, 카페, 제주특별자치도 제주시 동화로1길 57, 2, 3.7
제주삼화사랑으로부영2차아파트, 아파트, 제주특별자치도 제주시 화삼로 12, 448, 0.0
제주삼화LH2단지아파트, 아파트, 제주특별자치도 제주시 화삼로 32, 411, 0.0
삼화글로벌시티아파트, 아파트, 제주특별자치도 제주시 연삼로 848-8, 32, 0.0
제주삼화휴먼시아1단지아파트, 아파트, 제주특별자치도 제주시 화삼북로2길 12, 1364, 0.0
화북주공4단지아파트, 아파트, 제주특별자치도 제주시 동화로1길 10, 844, 0.0
화북주공2단지아파트, 아파트, 제주특별자치도 제주시 동화로1길 39, 1158, 0.0
삼양대일아파트, 아파트, 제주특별자치도 제주시 지석4길 16, 70, 0.0
화북주공3단지아파트, 아파트, 제주특별자치도 제주시 동화로1길 35, 1158, 0.0
도련주공아파트, 아파트, 제주특별자치도 제주시 도련2길 14, 382, 0.0
도련영도갤럭시타운아파트, 아파트, 제주특별자치도 제주시 도련3길 5-4, 48, 0.0
세경캐슬2차아파트, 아파트, 제주특별자치도 제주시 도련길 24, 29, 0.0
다호예그린1차아파트, 아파트, 제주특별자치도 제주시 도련길 30, 27, 0.0
제주삼화사랑으로부영8차아파트, 아파트, 제주특별자치도 제주시 화삼로 89, 384, 0.0
제주삼화LH3단지아파트, 아파트, 제주특별자치도 제주시 화삼로 110, 850, 0.0
제주삼화사랑으로부영7차아파트, 아파트, 제주특별자치도 제주시 화삼북로 90, 360, 0.0
제주삼화사랑으로부영6차아파트, 아파트, 제주특별자치도 제주시 화삼로 107, 504, 0.0
NHF제주삼화1단지아파트, 아파트, 제주특별자치도 제주시 화삼북로 87, 560, 0.0
제주삼화사랑으로부영3차아파트, 아파트, 제주특별자치도 제주시 화삼로 167, 524, 0.0
제주삼화사랑으로부영1차아파트, 아파트, 제주특별자치도 제주시 화삼북로 136, 324, 0.0
제주삼화사랑으로부영5차아파트, 아파트, 제주특별자치도 제주시 화삼로 166, 610, 0.0
삼양민형파인즈아파트, 아파트, 제주특별자치도 제주시 지석10길 13-7, 24, 0.0
미듬하나로아파트, 아파트, 제주특별자치도 제주시 삼봉로 115-1, 205, 0.0
아르미아아파트, 아파트, 제주특별자치도 제주시 매촌2길 70, 56, 0.0
라메르타운, 아파트, , None, 0.0
도련한양아파트, 아파트, , None, 0.0
